,ROW_ID,PLANT_ID,FIELD,LOCATION,LAT,LON,ELE,SERIES,YEAR,ROW_NUM,PLANT_NUM,PLANTED,X1,Y1,X2,Y2,X_MID,Y_MID,CROSS,PANEL,TYPE,BLOCK,GENOTYPE,geno_pla,STOCK_FIELD,MUM_STOCK,DAD_STOCK,MUM_GEN,BLOCK_FIELD,lipid_batch_number,DTS,DTA,LPCs,PCs,CE_20_3,DG_34_2,DG_36_2,DG_36_3,DG_36_4,LPC_16_0,LPC_18_0,LPC_18_1,LPC_18_2,LPC_18_3,PC_16_0__9_0_CHO,PC_32_0,PC_32_1,PC_32_2,PC_33_2,PC_34_1,PC_34_2,PC_34_3,PC_34_4,PC_35_1,PC_35_2,PC_35_3,PC36_1,PC_36_2,PC_36_3_A,PC_36_3_B,PC_36_4_A,PC_36_4_C,PC_36_5_A,PC_36_5_B,PC_37_3,PC_38_2,PC_38_3_K,PC_38_5_A,PC_p_34_2__PC_o_34_3,PC_p_36_3__PC_o_36_4,PC_p_36_4__PC_o_36_5,PE_34_2,SM_d32_1,SM_d36_1,TG_46_0,TG_46_3,TG_48_0,TG_48_1,TG_48_2,TG_48_3,TG_50_0,TG_50_1,TG_50_2,TG_50_3,TG_50_4,TG_50_5,TG_52_0,TG_52_1,TG_52_2,TG_52_3,TG_52_4,TG_52_5,TG_52_6,TG_54_1,TG_54_2,TG_54_3,TG_54_4,TG_54_5,TG_54_6,TG_54_8,TG_56_4
315,RS16-3298,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3298,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B094,,,15H366,,LANMLR17B094,PV2,BATCH4,53,47,3005044,8405906,4973,81675,NA,3815,44399,59194,7644,86735,1429881,1421590,12372,69821,6656,16269,47670,227955,1431152,1430143,24924,NA,68174,39610,16688,240927,313987,357358,1340331,NA,2731503,NA,NA,12819,9887,7660,NA,NA,NA,377984,15689,NA,7264,NA,91869,NA,NA,NA,NA,17736,28841,NA,NA,NA,NA,NA,19542,26570,276773,501373,313246,NA,10347,10515,55938,92486,535860,1507823,NA
1,RS16-2025,,MT2016,MT,19.2,-99.5,2582,RS,2016,2025,NA,4/5/16,-99.5477,19.22448636,-99.54767072,19.22448697,-99.54768536,19.22448667,,B73xPT,E,BLOCK1,LANMLR17B095,,PV2015,RS15_583.2,PSIB,LANMLR17B095,MT1,BATCH2,139,137,1610442,9344029,NA,30516,NA,NA,15862,92157,13567,66225,1288440,150053,16404,24746,3572,11303,175549,85973,3258372,1581456,20744,NA,36595,26488,4069,126055,192443,129320,2031394,NA,1599947,NA,NA,4606,NA,4799,NA,10194,NA,155154,19795,NA,NA,1824,10359,NA,NA,1456,NA,12040,74547,42494,2060,5486,NA,NA,28640,33766,362880,537307,277154,NA,NA,13953,43630,84419,NA,NA,2369
108,RS16-2330,,MT2016,MT,19.2,-99.5,2582,RS,2016,2330,NA,4/5/16,-99.54740108,19.22445164,-99.54737172,19.22445225,-99.5473864,19.22445195,,B73xPT,E,BLOCK2,LANMLR17B095,,PV2015,RS15_583.2,PSIB,LANMLR17B095,MT2,BATCH1,138,133,5863471,6363877,NA,NA,NA,NA,NA,113337,NA,252000,5078576,419558,NA,436144,78521,42001,NA,640222,2249143,861385,27982,NA,78341,136009,161172,223958,168429,149668,796595,NA,83635,NA,NA,28810,15275,65017,NA,121570,NA,272081,NA,282578,NA,NA,220875,28446,27223,NA,189194,85766,638562,353281,NA,44728,254196,17830,257958,450184,NA,NA,123773,NA,64146,113445,615094,1165015,NA,NA,NA
165,RS16-2538,,MT2016,MT,19.2,-99.5,2582,RS,2016,2538,NA,4/5/16,-99.5472364,19.2246462,-99.54720743,19.22464681,-99.54722192,19.22464651,,B73xPT,E,BLOCK3,LANMLR17B095,,IS2015,RS15_583.2,,LANMLR17B095,MT3,BATCH1,142,135,4128960,12824227,NA,NA,NA,NA,NA,83232,NA,54077,2930822,1060829,NA,75184,29953,34056,87711,458747,5255327,2596228,38422,NA,75097,38071,35039,804514,405800,478050,2228183,NA,58781,21190,16453,42154,18475,13819,NA,12973,NA,863595,NA,4007,NA,NA,4838,4107,4070,NA,2094,8279,72514,35743,NA,4532,7100,3273,27289,41997,NA,NA,13674,NA,8331,14148,47750,90842,NA,NA,NA
288,RS16-3111,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3111,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B095,,,RS15_583.2,,LANMLR17B095,PV1,BATCH4,48,51,1131746,11037286,15908,149562,NA,7553,89926,70056,3856,60170,905609,92055,24541,103858,22391,31113,46426,746252,1663126,1638499,40074,NA,80617,39910,56862,905273,696326,457983,1649201,23910,2713118,NA,NA,23551,59191,15064,NA,NA,NA,207865,3851,NA,8727,NA,80137,NA,NA,NA,NA,11459,26714,NA,NA,NA,NA,NA,16229,32162,321468,279497,98283,NA,4771,9348,97813,133067,838413,858290,NA
306,RS16-3288,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3288,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B095,,,RS15_583.2,,LANMLR17B095,PV2,BATCH4,54,52,1560545,11936585,16175,55047,NA,6166,32636,32609,4521,46625,1070440,406350,40034,63131,6476,20016,34847,346445,NA,3132225,28312,NA,38936,23960,23133,272843,449882,441399,2079856,NA,4902078,NA,NA,9790,14615,8607,NA,NA,NA,257954,17496,NA,3229,NA,1443,NA,NA,NA,NA,7842,10141,NA,NA,NA,NA,NA,9096,15296,89259,115990,31341,NA,1435,7268,20478,75734,276155,842597,NA
449,RS16-3591,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3591,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B095,,,RS15_583.2,,LANMLR17B095,PV3,BATCH4,51,50,1489907,8780453,25481,114583,NA,6429,53637,55585,6173,33495,934465,460189,6451,94978,14027,19903,32619,521827,1359856,1359392,35092,NA,52366,40713,32038,469380,458587,497375,1224584,24074,2497185,NA,NA,15406,14009,10591,NA,NA,NA,254590,9938,NA,15134,NA,51622,NA,NA,NA,NA,17350,94180,NA,NA,NA,NA,NA,28282,72704,573981,806568,407465,NA,7710,13173,132170,201736,817126,1534256,NA
12,RS16-2036,,MT2016,MT,19.2,-99.5,2582,RS,2016,2036,NA,4/5/16,-99.5477,19.22441136,-99.54767057,19.22441197,-99.54768529,19.22441167,,B73xPT,E,BLOCK1,LANMLR17B098,,IS2015,15H369,PSIB,LANMLR17B098,MT1,BATCH2,125,123,12079420,412884,NA,11869,NA,NA,5278,264387,17454,89282,9019117,2689180,34447,NA,13118,8519,12789,16227,95633,41740,6066,NA,7774,7730,7971,13096,14541,7796,55207,NA,46229,NA,NA,8628,NA,5365,NA,10008,NA,6854,6263,NA,NA,7577,16643,NA,NA,6263,NA,26607,20038,13227,3416,5409,NA,NA,22381,13753,18417,18680,16731,NA,NA,22337,13928,14059,NA,NA,NA
180,RS16-2555,,MT2016,MT,19.2,-99.5,2582,RS,2016,2555,NA,4/5/16,-99.54719139,19.22456522,-99.54716225,19.22456583,-99.54717682,19.22456553,,B73xPT,E,BLOCK3,LANMLR17B098,,IS2015,15H369,,LANMLR17B098,MT3,BATCH1,117,114,5639815,10988931,NA,NA,NA,NA,NA,120394,NA,113966,4056012,1349443,NA,53176,29773,10481,257244,160710,3755210,2315524,21596,NA,73472,100772,15428,247079,192845,203366,1534780,NA,1856080,16036,29512,18875,3653,20921,NA,72398,NA,302889,NA,9638,NA,NA,18939,21318,18634,NA,12161,26847,131145,103071,NA,42769,17399,12641,61142,77167,NA,NA,52887,NA,16408,32441,83118,178953,NA,NA,NA
251,RS16-3066,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3066,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B098,,,15H369,,LANMLR17B098,PV1,BATCH4,50,48,2298757,8624722,5794,118172,NA,7202,87298,62701,10740,31580,1360288,833448,1846,51692,9420,17332,35512,180327,1525003,1458237,30951,NA,57255,45431,21841,361050,271285,442172,1277744,NA,2797876,NA,NA,13438,11237,15073,NA,NA,NA,592965,5527,NA,14322,NA,71303,NA,NA,NA,NA,8861,27761,NA,NA,NA,NA,NA,15536,27974,353998,579797,284899,NA,3696,12781,88792,125612,690897,1372665,NA
378,RS16-3369,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3369,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B098,,,15H369,,LANMLR17B098,PV2,BATCH4,55,48,2850664,8156236,6439,171059,NA,2333,88691,84660,10545,76338,1720124,958997,5888,45091,5956,13501,27363,183688,1743548,1444512,24933,NA,53577,43143,18313,261948,219635,281618,1179908,10220,2554971,NA,NA,12269,9681,16473,NA,NA,NA,202721,8042,NA,1841,NA,20652,NA,NA,NA,NA,9478,39472,NA,NA,NA,NA,NA,17847,36782,399053,597508,266460,NA,5247,10576,98876,133283,711934,1558802,NA
46,RS16-2074,,MT2016,MT,19.2,-99.5,2582,RS,2016,2074,NA,4/5/16,-99.54765758,19.2245418,-99.54762841,19.22454241,-99.54764299,19.2245421,,B73xPT,E,BLOCK1,LANMLR17B099,,IS2015,15H370,PSIB,LANMLR17B099,MT1,BATCH1,132,134,5391757,11984254,NA,NA,NA,NA,NA,79105,NA,132332,4222704,957616,NA,18829,8830,13174,30091,204942,4199442,1590227,25386,NA,61309,41401,14525,298093,396170,176499,2530682,NA,2306267,7027,16230,13113,2198,10838,NA,18981,NA,190963,NA,5823,NA,NA,10220,9870,10274,NA,4306,16214,46155,28752,NA,48590,13792,4945,28374,69111,NA,NA,18095,NA,6515,20382,68351,234259,NA,NA,NA
134,RS16-2368,,MT2016,MT,19.2,-99.5,2582,RS,2016,2368,NA,4/5/16,-99.54736204,19.22460941,-99.547333,19.22461002,-99.54734752,19.22460972,,B73xPT,E,BLOCK2,LANMLR17B099,,IS2015,15H370,PSIB,LANMLR17B099,MT2,BATCH1,129,128,3123499,13026141,NA,NA,NA,NA,NA,134863,NA,135583,2545131,307922,NA,47819,17329,7623,NA,186371,4265826,2700272,39214,NA,85073,154005,36973,275774,242636,243721,2189406,NA,2328374,39233,46449,7817,16806,29904,NA,65516,NA,233956,NA,92843,NA,NA,48539,18085,16929,NA,48630,35129,122244,105901,NA,57675,87021,6214,78942,102596,NA,NA,77564,NA,25582,75075,127406,267165,NA,NA,NA
187,RS16-2562,,MT2016,MT,19.2,-99.5,2582,RS,2016,2562,NA,4/5/16,-99.54718971,19.22451746,-99.54716048,19.22451807,-99.5471751,19.22451777,,B73xPT,E,BLOCK3,LANMLR17B099,,IS2015,15H370,,LANMLR17B099,MT3,BATCH1,127,129,5039722,12185630,NA,NA,NA,NA,NA,96272,NA,152616,3876654,914180,NA,27095,14146,18405,136842,332421,4012619,1479190,26790,NA,67662,39296,22873,391074,509923,209216,2514366,NA,2310017,8415,16583,16818,2257,10439,NA,19183,NA,358867,NA,6271,NA,NA,6389,7717,4138,NA,15647,36550,19747,48557,NA,8331,4341,23280,70552,11670,NA,NA,4432,NA,17100,69628,279349,NA,NA,NA,NA
283,RS16-3105,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3105,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B099,,,15H370,,LANMLR17B099,PV1,BATCH4,53,52,1398867,9263813,14870,155581,NA,9418,83690,41182,4722,40702,1062944,249317,3682,42953,9527,16950,37696,328481,1610711,1516694,37683,NA,40659,27832,26049,360446,408960,246710,1521740,NA,2981610,NA,NA,12091,19395,13944,NA,NA,NA,57107,8120,NA,11848,NA,142247,NA,NA,NA,NA,11000,29062,NA,NA,NA,NA,NA,16417,40000,427784,447645,152534,NA,1737,6982,131652,284878,1236021,1461446,NA
311,RS16-3294,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3294,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B099,,,15H370,,LANMLR17B099,PV2,BATCH4,54,51,2062779,10259078,16436,118953,NA,9135,89893,43727,6905,33901,1359758,618488,34947,29180,7390,19983,80813,295892,1680916,1665886,36486,NA,68566,32523,29292,485782,485082,488572,1656191,14691,3101684,NA,NA,14580,13799,16823,NA,NA,NA,499537,10877,NA,10666,NA,14335,NA,NA,NA,NA,12733,22592,NA,NA,NA,NA,NA,13510,18855,210630,314227,156464,NA,5863,7676,51093,80990,485962,960224,NA
87,RS16-2118,,MT2016,MT,19.2,-99.5,2582,RS,2016,2118,NA,4/5/16,-99.54761471,19.22446768,-99.5475854,19.22446829,-99.54760005,19.22446798,,B73xPT,E,BLOCK1,LANMLR17B100,,IS2015,15H371,PSIB,LANMLR17B100,MT1,BATCH1,132,NA,495185,16655454,NA,NA,NA,NA,NA,196586,NA,9603,224237,64759,NA,28085,20229,27972,35626,360296,5242622,3016994,51232,NA,59346,44802,15012,366403,415947,316139,2398272,NA,4149065,14999,30818,14043,12272,27340,NA,7940,NA,451922,1453,6340,NA,NA,6158,5152,1276,NA,15412,103565,77613,8462,NA,6258,4795,48383,82427,16181,NA,NA,12115,NA,42788,63601,141655,NA,NA,NA,NA
179,RS16-2554,,MT2016,MT,19.2,-99.5,2582,RS,2016,2554,NA,4/5/16,-99.54719163,19.22457204,-99.5471625,19.22457266,-99.54717706,19.22457235,,B73xPT,E,BLOCK3,LANMLR17B100,,IS2015,15H371,,LANMLR17B100,MT3,BATCH1,137,NA,156826,16597484,NA,NA,NA,NA,NA,42179,NA,3295,82648,28704,NA,70124,25291,25486,112609,384534,5553424,2521637,37350,NA,67368,33972,18984,391973,458196,271020,2870868,NA,3642286,25595,26435,15557,8233,23800,NA,12742,NA,504898,NA,8160,NA,NA,2130,6713,4870,NA,14948,109566,67049,20228,NA,8454,5131,40897,126947,20673,NA,NA,9967,NA,29657,108859,343375,NA,NA,NA,NA
257,RS16-3077,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3077,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B100,,,15H371,,LANMLR17B100,PV1,BATCH4,56,54,220083,8879736,13680,104549,NA,2508,84963,128681,6582,3531,66748,14541,9671,148484,18038,28616,60461,657780,1165977,1165334,50206,NA,98380,47201,37141,614085,715283,409686,1164668,21395,2393540,NA,NA,12522,42089,19179,NA,NA,NA,455430,1791,NA,4493,NA,17894,NA,NA,NA,NA,162169,145195,NA,NA,NA,NA,NA,449270,471653,498555,418185,170223,NA,167982,402425,945601,449218,677627,856516,NA
347,RS16-3334,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3334,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B100,,,15H371,,LANMLR17B100,PV2,BATCH4,57,52,2192424,8507989,13141,89086,NA,5902,70661,68907,21116,34393,1287600,780408,14435,40482,5585,16348,65223,210762,1370436,1357765,23669,NA,79116,37856,30095,581275,361064,603210,1340021,NA,2335068,NA,NA,15976,8510,11093,NA,NA,NA,381116,13426,NA,9534,NA,22352,NA,NA,NA,NA,17324,46513,NA,NA,NA,NA,NA,52975,72628,365050,525348,251315,NA,15451,27490,186715,231900,877217,1518582,NA
424,RS16-3558,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3558,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B100,,,15H371,,LANMLR17B100,PV3,BATCH3,55,46,496212,17207122,NA,NA,3464,2266,10869,170032,10362,3800,146406,165612,19544,74428,9640,14759,46005,478195,5870821,3636836,53027,8189,30511,50105,32679,697455,299916,419794,1906033,NA,3427109,42715,16163,1746,NA,36596,NA,NA,34856,526345,NA,NA,NA,NA,14655,11132,NA,NA,8809,33824,236088,150522,9648,9036,NA,12014,88169,131782,864040,1306000,NA,8660,23313,36369,140050,264173,NA,NA,20460
39,RS16-2066,,MT2016,MT,19.2,-99.5,2582,RS,2016,2066,NA,4/5/16,-99.54765742,19.22448725,-99.54762814,19.22448786,-99.54764278,19.22448755,,B73xPT,E,BLOCK1,LANMLR17B102,,PV2015,RS15_589.1,PSIB,LANMLR17B102,MT1,BATCH1,145,141,1045459,16181385,NA,NA,NA,NA,NA,89010,NA,28253,669212,258984,NA,54519,32234,30100,47351,290193,4978672,4418821,22920,NA,70161,68350,24657,477290,268502,612020,1627800,NA,2995651,17480,97985,4701,23020,8285,NA,10673,NA,301089,NA,6625,NA,NA,12333,10716,8143,NA,6827,39791,153284,186550,NA,5549,10610,9201,63973,78845,NA,NA,27627,NA,13593,8052,34065,66871,NA,NA,NA
124,RS16-2358,,MT2016,MT,19.2,-99.5,2582,RS,2016,2358,NA,4/5/16,-99.54740498,19.22464262,-99.54737601,19.22464324,-99.5473905,19.22464293,,B73xPT,E,BLOCK2,LANMLR17B102,,PV2015,RS15_589.1,PSIB,LANMLR17B102,MT2,BATCH4,141,140,928391,12853821,1529,NA,NA,1772,7584,12428,17041,44350,555000,299572,16900,32716,20750,15249,36958,214343,8771,3147983,37608,NA,45195,77447,14037,157394,186750,303071,2083934,NA,6426428,NA,NA,6680,NA,21607,NA,NA,NA,211967,6717,NA,477915,NA,110065,NA,NA,NA,NA,93445,47875,NA,NA,NA,NA,NA,189503,67791,49236,52032,25735,NA,16007,156517,96100,82946,30009,9524,NA
209,RS16-2601,,MT2016,MT,19.2,-99.5,2582,RS,2016,2601,NA,4/5/16,-99.54714512,19.22446377,-99.54711577,19.22446438,-99.54713044,19.22446407,,B73xPT,E,BLOCK3,LANMLR17B102,,PV2015,RS15_589.1,,LANMLR17B102,MT3,BATCH2,144,141,3799006,8971674,NA,8903,NA,NA,4321,448682,23954,249661,2185474,891235,34105,31214,14401,28887,23722,111392,2659052,1981428,21999,NA,22473,17429,3441,79169,230194,147937,1310000,NA,2239518,NA,NA,1183,NA,4842,NA,9288,NA,61836,3452,NA,NA,111,383,NA,NA,149,NA,293,598,343,80,135,NA,NA,537,486,818,738,900,NA,NA,525,238,460,NA,NA,83
224,RS16-3031,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3031,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B102,,,RS15_589.1,,LANMLR17B102,PV1,BATCH4,54,56,1678454,10221021,19774,108395,NA,5895,71047,48124,4101,33570,1134230,458429,6265,88267,17583,28370,57739,490260,1757033,1750589,40253,NA,62169,31705,34148,363045,667905,371341,1677355,20181,2700288,NA,NA,13335,26881,16309,NA,NA,NA,432528,3399,NA,18260,NA,139293,NA,NA,NA,NA,14673,59665,NA,NA,NA,NA,NA,27267,64067,307537,370469,217828,NA,6541,18435,103710,191847,561720,777197,NA
384,RS16-3375,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3375,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B102,,,RS15_589.1,,LANMLR17B102,PV2,BATCH4,49,50,3510047,8987876,34154,69072,NA,2397,31446,80966,11717,65519,1627436,1724409,8070,76363,9593,12922,46232,193671,1768614,1769745,34199,NA,46932,56549,19542,231191,200358,561570,885695,NA,3034850,NA,NA,10592,8337,12851,NA,NA,NA,88659,12300,NA,8045,NA,98116,NA,NA,NA,NA,18193,107097,NA,NA,NA,NA,NA,36105,59885,248183,535369,648108,NA,10235,14202,58507,99803,123602,641333,NA
30,RS16-2056,,MT2016,MT,19.2,-99.5,2582,RS,2016,2056,NA,4/5/16,-99.54765722,19.22441906,-99.5476278,19.22441967,-99.54764251,19.22441937,,B73xPT,E,BLOCK1,LANMLR17B103,,IS2015,15H374,PSIB,LANMLR17B103,MT1,BATCH2,131,134,564031,3278539,NA,71736,NA,NA,43041,40578,43041,45360,330564,104488,24637,NA,73765,56229,105502,169267,1022270,248539,40143,NA,83184,78402,69852,100430,122603,86952,509396,NA,318101,NA,NA,71591,NA,34056,NA,63620,NA,89126,46664,NA,NA,45505,106517,NA,NA,38259,NA,119704,254915,311000,45650,72895,NA,NA,148254,349693,1538477,2636106,1407614,NA,NA,216077,206512,493310,NA,NA,105067
106,RS16-2327,,MT2016,MT,19.2,-99.5,2582,RS,2016,2327,NA,4/5/16,-99.54740066,19.22443118,-99.54737126,19.22443179,-99.54738596,19.22443148,,B73xPT,E,BLOCK2,LANMLR17B103,,IS2015,15H374,PSIB,LANMLR17B103,MT2,BATCH2,134,134,2491504,8135426,NA,15036,NA,NA,10233,75383,7885,102602,1671363,634271,893,15965,9056,12152,16086,277512,2686975,1253430,22686,NA,33710,25356,12841,109619,399366,140317,1326484,NA,1772524,NA,NA,6852,NA,8454,NA,5148,NA,156032,4205,NA,NA,666,3509,NA,NA,734,NA,11556,94798,60149,6032,7519,NA,NA,28800,91578,494188,646258,283950,NA,NA,16602,63914,199232,NA,NA,11507
221,RS16-3027,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3027,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B103,,,15H374,,LANMLR17B103,PV1,BATCH4,57,54,2986283,9763862,7098,67185,NA,5134,72106,38972,8279,216042,2148913,574077,6664,43934,1902,8200,20353,344159,2921640,1546581,24492,NA,36477,24816,46717,187879,432834,218043,1393373,14713,2460402,NA,NA,7213,13712,9758,NA,NA,NA,286452,5773,NA,2948,NA,1648,NA,NA,NA,NA,7504,16731,NA,NA,NA,NA,NA,16428,36868,154473,199372,103142,NA,2212,15145,77857,217583,543496,821119,NA
379,RS16-3370,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3370,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B103,,,15H374,,LANMLR17B103,PV2,BATCH4,55,50,3045081,8193757,5428,104566,NA,2323,61203,64737,13230,154649,1509664,1302801,4221,41630,2122,8831,45492,293472,1518310,1429993,21635,NA,61963,40137,38100,292543,391989,393857,1193816,NA,2379514,NA,NA,14451,8659,13022,NA,NA,NA,335474,14960,NA,3785,NA,62215,NA,NA,NA,NA,10663,57132,NA,NA,NA,NA,NA,26285,43546,419481,669641,365924,NA,9026,8474,141329,179035,550292,1099267,NA
407,RS16-3535,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3535,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B103,,,15H374,,LANMLR17B103,PV3,BATCH1,56,52,3699037,11374628,NA,NA,NA,NA,NA,76282,NA,165703,2427619,1029433,NA,35309,8218,9077,47982,600804,3391404,2114140,22133,NA,67735,63756,65734,622484,488814,518259,1197160,NA,2037020,18870,12899,21923,17113,12756,NA,1038,NA,366922,3971,5366,NA,NA,8419,5192,3934,NA,279276,189651,72303,5910,NA,5163,145842,492415,507648,16433,NA,NA,120260,NA,260175,343571,324663,NA,NA,NA,NA
85,RS16-2116,,MT2016,MT,19.2,-99.5,2582,RS,2016,2116,NA,4/5/16,-99.54761479,19.22448132,-99.5475855,19.22448193,-99.54760015,19.22448162,,B73xPT,E,BLOCK1,LANMLR17B106,,PV2015,RS15_592.4,PSIB,LANMLR17B106,MT1,BATCH1,145,143,5132610,12138537,NA,NA,NA,NA,NA,106044,NA,123351,3026077,1877138,NA,41509,19497,18261,46770,268500,3268608,2407770,21300,NA,41330,43603,32068,604881,309110,726430,1426597,NA,2746190,20618,8113,38422,33161,12707,NA,3092,NA,443190,4704,5236,NA,NA,4184,3840,3010,NA,19852,50184,42224,21860,NA,7001,5151,38462,48559,19043,NA,NA,9490,NA,12172,62919,118214,NA,NA,NA,NA
137,RS16-2372,,MT2016,MT,19.2,-99.5,2582,RS,2016,2372,NA,4/5/16,-99.5473614,19.22458213,-99.54733231,19.22458274,-99.54734685,19.22458243,,B73xPT,E,BLOCK2,LANMLR17B106,,PV2015,RS15_592.4,PSIB,LANMLR17B106,MT2,BATCH1,146,143,1744386,14681651,NA,NA,NA,NA,NA,95729,NA,37094,1264330,347233,NA,63646,32341,16300,38880,379937,4322718,3050756,22434,NA,53411,41596,102874,680157,277119,929133,2039649,NA,2445063,20900,24361,53175,39181,31232,NA,16788,NA,347790,NA,104271,NA,NA,67408,12600,11288,NA,69237,17879,80618,89684,NA,37394,80913,5194,70897,91304,NA,NA,42059,NA,29810,44859,115281,209001,NA,NA,NA
207,RS16-2597,,MT2016,MT,19.2,-99.5,2582,RS,2016,2597,NA,4/5/16,-99.54714408,19.22443648,-99.54711468,19.22443708,-99.54712938,19.22443678,,B73xPT,E,BLOCK3,LANMLR17B106,,PV2015,RS15_592.4,,LANMLR17B106,MT3,BATCH1,153,145,1484938,15750604,NA,NA,NA,NA,NA,66221,NA,45714,1086288,286715,NA,71276,28207,47460,30823,492408,4813827,2567420,28217,NA,51809,33757,44518,582633,702655,485156,2573296,NA,3117113,8932,11643,25469,16461,11539,NA,5985,NA,280288,NA,2868,NA,NA,7831,8097,9138,NA,5312,17810,57758,49947,NA,55768,7057,6278,40808,86111,NA,NA,18607,NA,11289,25129,99382,222436,NA,NA,NA
284,RS16-3106,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3106,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B106,,,RS15_592.4,,LANMLR17B106,PV1,BATCH4,55,54,399735,11530859,6029,133942,NA,7774,66904,67166,2738,36712,249091,44028,23780,128032,21698,30756,72615,994682,1625064,1596787,44010,NA,74770,33607,68197,589709,1025912,349873,1615814,36490,3109628,NA,NA,17733,55161,16541,NA,NA,NA,113092,3033,NA,8487,NA,70160,NA,NA,NA,NA,6371,23480,NA,NA,NA,NA,NA,14947,51628,304936,259869,95868,NA,4412,18000,169562,373268,1009364,817694,NA
320,RS16-3303,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3303,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B106,,,RS15_592.4,,LANMLR17B106,PV2,BATCH4,54,54,2535829,8928726,13423,75766,NA,6440,27789,89238,9199,106990,1379766,950636,35623,132807,13992,23962,54061,547809,1487378,1487544,28977,NA,71295,34105,39886,415340,478631,502295,1398155,20746,2116114,NA,NA,18971,13458,7577,NA,NA,NA,233275,14510,NA,9980,NA,106501,NA,NA,NA,NA,10675,26368,NA,NA,NA,NA,NA,16364,28949,295354,432460,223366,NA,5028,10007,74104,145027,709469,1597297,NA
65,RS16-2093,,MT2016,MT,19.2,-99.5,2582,RS,2016,2093,NA,4/5/16,-99.54761571,19.22463815,-99.54758673,19.22463877,-99.54760122,19.22463846,,B73xPT,E,BLOCK1,LANMLR17B107,,IS2015,15H376,PSIB,LANMLR17B107,MT1,BATCH2,134,133,1514966,10400198,NA,9184,NA,NA,8381,66331,8433,25457,1127192,287553,1802,14080,9732,23882,24003,113912,3440285,1762694,22363,NA,39520,27151,8820,151175,242973,214328,1901896,NA,2380217,NA,NA,9350,NA,8306,NA,3709,NA,82353,5756,NA,NA,10641,6906,NA,NA,8143,NA,7213,18192,14253,7798,23643,NA,NA,10407,16057,171115,268564,138262,NA,NA,8334,20308,62726,NA,NA,933
